#/Users/anjalisarawgi/anaconda3/envs/gnn_parsing/bin/verilog2graph tum-eisec-benchmarks-main/netlist/des_latest/verilog/osu035/des3.v --output_format txt --do-not-zip -o adjlist/des_latest/osu035/des3 -l lib/osu035_stdcells.lib
# GMT Tue Nov 18 14:07:08 2025
# 
INPUT_\desIn[0]  INVX1_31
NAND3X1_268 NAND2X1_272
NAND3X1_269 NAND2X1_272
NAND2X1_272 NOR2X1_301
OAI22X1_77 NOR2X1_301
NOR2X1_301 AND2X2_95 NAND2X1_279 NAND3X1_275 NAND2X1_284 NAND2X1_285
NAND2X1_273 NOR2X1_302
NOR2X1_302 AOI22X1_139 AOI22X1_144
NAND2X1_274 NOR2X1_303 NOR2X1_304
NOR2X1_303 AOI22X1_139
AOI22X1_139 AND2X2_94 NAND2X1_275
INVX1_218 AOI22X1_140 AOI22X1_145
NOR2X1_304 AOI22X1_140 AOI22X1_142
AOI22X1_140 AND2X2_94 NAND2X1_275
AND2X2_94 AND2X2_95 NAND3X1_275
AND2X2_95 NAND3X1_270
NAND3X1_270 INVX1_102 NAND2X1_54
NAND2X1_275 NOR3X1_25
AOI22X1_141 NAND2X1_276
AOI22X1_142 NAND2X1_276
NAND2X1_276 NOR3X1_25 OR2X2_18 NOR2X1_314
OAI22X1_78 NOR2X1_305
OAI22X1_79 NOR2X1_305
NOR2X1_305 NAND2X1_277 INVX1_220
OAI22X1_80 NOR2X1_306
OAI22X1_81 NOR2X1_306
NOR2X1_306 NAND2X1_277 NAND2X1_283
NAND2X1_277 NOR3X1_25
NOR3X1_25 NAND2X1_280
NAND3X1_271 NAND2X1_278
NAND3X1_272 NAND2X1_278
NAND2X1_278 NOR2X1_307
NAND3X1_273 OAI21X1_124
OAI21X1_124 NOR2X1_307
NOR2X1_307 NAND2X1_279
NAND2X1_279 NOR2X1_308
NOR2X1_308 NAND2X1_280
NAND2X1_280 OAI21X1_125 OAI21X1_126
AOI22X1_143 NAND2X1_281
AOI22X1_144 NAND2X1_281
NAND2X1_281 NOR2X1_309
NOR2X1_309 NAND3X1_274 NAND3X1_277
OAI22X1_82 OR2X2_16 NOR2X1_312
OAI22X1_83 OR2X2_16 NOR2X1_312
OR2X2_16 NOR2X1_310
NOR2X1_310 NAND3X1_274
AOI22X1_145 NAND2X1_282
INVX1_219 AOI22X1_146
AOI22X1_146 NAND2X1_282
NAND2X1_282 NOR2X1_311 OR2X2_17 NOR2X1_313
NOR2X1_311 NAND3X1_274
NAND3X1_274 OAI21X1_125 OAI21X1_126
INVX1_220 OR2X2_17 OR2X2_18 NOR2X1_313
OR2X2_17 NOR3X1_26
AND2X2_96 NAND2X1_283 NAND3X1_276
NAND2X1_283 NOR3X1_26
NAND3X1_275 NOR3X1_26
NOR3X1_26 OAI21X1_125
OAI21X1_125 INVX1_42 NAND2X1_24
OR2X2_18 NOR3X1_27
NAND2X1_284 NOR3X1_27
NOR2X1_312 NAND3X1_276
NAND3X1_276 NOR3X1_27
NOR3X1_27 OAI21X1_126
OAI21X1_126 INVX1_82 NAND2X1_44
NOR2X1_313 NAND3X1_277
NAND2X1_285 NOR2X1_314
NOR2X1_314 NAND3X1_277
NAND3X1_277 INVX1_2 NAND2X1_4
NAND2X1_286 OAI22X1_84 INVX1_228 OAI22X1_86 OAI22X1_88 OAI22X1_89 OAI22X1_93
INVX1_221 NAND2X1_287 NOR2X1_322
NAND2X1_287 OAI22X1_84 OAI22X1_86 OAI22X1_88 OAI22X1_89 OAI22X1_92 OR2X2_20
INVX1_222 NAND3X1_278 NAND2X1_293 NOR2X1_329 NAND3X1_283 NAND2X1_307
AND2X2_97 NAND3X1_278 NAND3X1_279 NAND2X1_295
NAND3X1_278 OAI22X1_84
INVX1_223 NAND3X1_279 NAND2X1_296 NOR2X1_335 NAND3X1_292 NAND2X1_307
NAND3X1_279 OAI22X1_84 OAI22X1_87 OAI22X1_93
OAI22X1_84 NOR2X1_318
NOR2X1_315 NAND2X1_288 NAND3X1_280 NAND2X1_295 NAND3X1_281 NAND3X1_285
NOR2X1_316 NAND2X1_288 AND2X2_99 NAND3X1_283 NAND2X1_300 NAND3X1_286 NAND3X1_292
NAND2X1_288 OAI22X1_85 OAI22X1_87 OAI22X1_88
NOR2X1_317 INVX1_224 AOI22X1_148 AOI22X1_150 NAND2X1_298 NAND3X1_284 AOI22X1_152 AOI21X1_8 AOI22X1_154 AOI22X1_156
INVX1_224 OAI22X1_85 OAI22X1_87 OAI21X1_128 OAI22X1_90 OAI22X1_91 OAI22X1_92 NOR2X1_345
INVX1_225 NAND2X1_289 NOR2X1_319
NAND2X1_289 OAI22X1_85 OAI22X1_87 OAI21X1_127 OAI22X1_90 NOR2X1_342 OAI22X1_91 OAI22X1_93
INVX1_226 NAND3X1_280 NAND2X1_291 NOR2X1_332 NAND3X1_296
NAND3X1_280 OAI22X1_85 OAI22X1_92
OAI22X1_85 NOR2X1_318
NOR2X1_318 INVX1_227 NAND3X1_293
INVX1_227 NOR2X1_324 NOR2X1_347
INVX1_228 AOI22X1_147 AOI22X1_149 NAND3X1_287 AOI22X1_151 NAND3X1_290 AOI22X1_153 NAND3X1_295 NAND2X1_311 AOI22X1_155 AOI22X1_157
NOR2X1_319 AOI22X1_147 AOI22X1_149 NAND3X1_286 AOI22X1_151 NAND3X1_291 AOI22X1_153 NAND3X1_294 AOI22X1_155 AOI22X1_157
NAND2X1_290 NOR2X1_320 NOR2X1_321 NOR2X1_328
NAND2X1_291 NOR2X1_320 NOR2X1_326 NOR2X1_337 NOR2X1_341
NOR2X1_320 AOI22X1_147 AOI22X1_157
INVX1_229 NAND2X1_292 NAND3X1_281 NOR2X1_330
NAND2X1_292 NOR2X1_321 NOR2X1_323 NOR2X1_327
NOR2X1_321 AOI22X1_147 AOI22X1_149 AOI22X1_154 AOI22X1_156
AOI22X1_147 NAND2X1_294
NOR2X1_322 AOI22X1_148 AOI22X1_150 NAND3X1_285 NAND3X1_288 AOI22X1_152 AOI22X1_154 AOI22X1_156 AOI21X1_9
NAND2X1_293 NOR2X1_323 NOR2X1_326 NOR2X1_338
NOR2X1_323 AOI22X1_148 AOI22X1_157
AND2X2_98 AND2X2_99 NAND2X1_300 NAND3X1_288 NAND3X1_296
AND2X2_99 AOI22X1_148 AOI22X1_149 AOI22X1_154
AOI22X1_148 NAND2X1_294
NAND2X1_294 NOR2X1_324 NOR3X1_28 OR2X2_21
NOR2X1_324 NAND3X1_289
NAND2X1_295 OAI22X1_86 OAI22X1_88 NOR2X1_342 OAI22X1_92
NAND3X1_281 OAI22X1_86 INVX1_230
OAI22X1_86 NOR2X1_325
OAI22X1_87 NOR2X1_325
NOR2X1_325 NAND3X1_282
AOI22X1_149 NAND3X1_282 AND2X2_104
NOR2X1_326 AOI22X1_150 AOI21X1_9
NAND2X1_296 NOR2X1_327 NOR2X1_337
NOR2X1_327 AOI22X1_150
AOI22X1_150 NAND3X1_282 AND2X2_104
NAND3X1_282 NOR2X1_334 NOR2X1_340
OAI22X1_88 NOR2X1_331
NAND2X1_297 NOR2X1_328 NOR2X1_338
NOR2X1_328 NAND2X1_298 AOI22X1_151 AOI22X1_153
NAND2X1_298 OAI21X1_127
NOR2X1_329 NAND2X1_299 NAND3X1_284 NAND3X1_286 NAND3X1_290 NAND3X1_294
NOR2X1_330 NAND2X1_299 NAND3X1_287 NAND3X1_288 NAND3X1_291
NAND2X1_299 OAI21X1_127
OAI21X1_127 NOR2X1_331
NOR2X1_331 NAND2X1_302 AND2X2_103 NAND3X1_299
NAND3X1_283 OAI22X1_89 OAI22X1_90 OAI22X1_91 OR2X2_20
NAND2X1_300 OAI22X1_89
OAI22X1_89 NOR2X1_333
NOR2X1_332 NAND3X1_284 NAND3X1_285 NAND2X1_304 NAND3X1_290 NAND3X1_294 NAND3X1_295
NAND3X1_284 NAND2X1_301
NAND3X1_285 NAND2X1_301
NAND2X1_301 NOR2X1_333
NOR2X1_333 NAND2X1_302 NAND2X1_309 NAND3X1_300
NAND2X1_302 NOR2X1_334
NOR2X1_334 NAND3X1_289
NAND3X1_286 NAND2X1_303
NOR2X1_335 NAND3X1_287 NAND2X1_304 NAND3X1_291 NAND3X1_295
NAND3X1_287 NAND2X1_303
NAND2X1_303 NOR2X1_336
NAND3X1_288 OAI21X1_128
NAND2X1_304 OAI21X1_128
OAI21X1_128 NOR2X1_336
NOR2X1_336 AND2X2_101 NAND2X1_306
INVX1_230 AOI22X1_151
AOI22X1_151 AND2X2_100 NAND2X1_312
NOR2X1_337 AOI22X1_152 AOI22X1_153 AOI22X1_155
NOR2X1_338 AOI22X1_152 NAND2X1_311 AOI22X1_156
AOI22X1_152 AND2X2_100 NAND2X1_312
AND2X2_100 AND2X2_101 NAND2X1_314
AND2X2_101 NAND3X1_289
NAND3X1_289 NAND2X1_26 INVX1_49
NAND3X1_290 NAND2X1_305
NAND3X1_291 NAND2X1_305
NAND2X1_305 NOR2X1_339
NAND3X1_292 OAI22X1_90 OAI22X1_93 NOR2X1_345
OAI22X1_90 NOR2X1_339
NOR2X1_339 NAND2X1_306 NAND3X1_300
NAND2X1_306 NOR2X1_340 NOR2X1_349
NOR2X1_340 NAND2X1_310
AOI22X1_153 NAND3X1_293
NAND2X1_307 NOR2X1_341
NOR2X1_341 AOI21X1_8 AOI22X1_155
NOR2X1_342 AOI21X1_8
AOI21X1_8 NAND3X1_293
NAND3X1_293 NOR2X1_344
NAND3X1_294 NAND2X1_308
NAND3X1_295 NAND2X1_308
NAND2X1_308 NOR2X1_343
NAND3X1_296 OAI22X1_91
OAI22X1_91 NOR2X1_343
NOR2X1_343 NAND2X1_309
NAND2X1_309 NOR2X1_344 NOR2X1_348
NOR2X1_344 NAND2X1_310 NAND2X1_315
NAND2X1_310 OAI21X1_129
OAI22X1_92 OR2X2_19
OAI22X1_93 OR2X2_19
OR2X2_19 NOR3X1_28 NOR2X1_347
OR2X2_20 NAND3X1_297
NAND2X1_311 NAND3X1_297
AOI22X1_154 NAND3X1_297
NAND3X1_297 NOR3X1_28
NOR3X1_28 NAND3X1_298
AOI22X1_155 AND2X2_102
AOI22X1_156 AND2X2_102
AND2X2_102 AND2X2_103 NAND2X1_314
AND2X2_103 NAND3X1_298 NAND3X1_301
NAND2X1_312 NOR2X1_346
AOI22X1_157 NAND2X1_313 NAND3X1_299
NOR2X1_345 AOI21X1_9
AOI21X1_9 NAND2X1_313 NAND3X1_299
NAND2X1_313 NOR2X1_346 OR2X2_21
NOR2X1_346 NAND3X1_298
NAND3X1_298 OAI21X1_129
NAND2X1_314 NOR3X1_29 NOR2X1_349
NAND3X1_299 NOR3X1_29
AND2X2_104 NAND3X1_300
NAND3X1_300 NOR3X1_29
NOR3X1_29 OAI21X1_129
OAI21X1_129 INVX1_70 NAND2X1_38
NOR2X1_347 NAND3X1_301
OR2X2_21 NOR2X1_348
NOR2X1_348 NAND3X1_301
NAND3X1_301 NAND2X1_14 INVX1_25
NOR2X1_349 NAND2X1_315
NAND2X1_315 INVX1_110 NAND2X1_58
INVX1_231 NAND2X1_316
NAND2X1_316 XNOR2X1_1 INVX1_232 NAND3X1_303 XOR2X1_1 NAND3X1_305 NAND3X1_308 NAND3X1_310 NAND3X1_320 NAND3X1_322 NAND3X1_325 NAND3X1_327 NAND3X1_337 NAND3X1_339 NAND3X1_342 NAND3X1_344 NAND3X1_347 NAND3X1_349 NAND3X1_356 NAND3X1_358 NAND3X1_371 NAND3X1_374 NAND3X1_377 NAND3X1_385 NAND3X1_387 NAND3X1_390 NAND3X1_393 NAND3X1_395 NAND3X1_398 NAND3X1_401 NAND3X1_403 NAND3X1_451 NAND3X1_832 NAND3X1_834 NAND3X1_837 NAND3X1_839 NAND3X1_849 NAND3X1_851 NAND3X1_854 NAND3X1_856 NAND3X1_866 NAND3X1_868 NAND3X1_871 NAND3X1_873 NAND3X1_876 NAND3X1_878 NAND3X1_885 NAND3X1_887 NAND3X1_905 NAND3X1_915 NAND3X1_921 NAND3X1_929 NAND3X1_932 NAND3X1_935 NAND3X1_940 NAND3X1_943 NAND3X1_951 NAND3X1_958 NAND3X1_974 NAND3X1_981
XNOR2X1_1 NAND3X1_304 NAND3X1_309 NAND3X1_313 NAND3X1_316 NAND3X1_323 NAND3X1_326 NAND3X1_330 NAND3X1_333 NAND3X1_338 NAND3X1_343 NAND3X1_348 NAND3X1_352 NAND3X1_357 NAND3X1_361 NAND3X1_364 NAND3X1_367 NAND3X1_375 NAND3X1_380 NAND3X1_388 NAND3X1_391 NAND3X1_396 NAND3X1_404 NAND3X1_406 NAND3X1_409 NAND3X1_412 NAND3X1_415 NAND3X1_417 NAND3X1_453 NAND3X1_835 NAND3X1_840 NAND3X1_843 NAND3X1_846 NAND3X1_852 NAND3X1_857 NAND3X1_860 NAND3X1_863 NAND3X1_869 NAND3X1_874 NAND3X1_877 NAND3X1_881 NAND3X1_886 NAND3X1_890 NAND3X1_894 NAND3X1_897 NAND3X1_910 NAND3X1_916 NAND3X1_922 NAND3X1_930 NAND3X1_933 NAND3X1_936 NAND3X1_946 NAND3X1_949 NAND3X1_956 NAND3X1_964 NAND3X1_977 NAND3X1_982
INVX1_232 AOI22X1_158 AOI22X1_159 AOI22X1_160 AOI22X1_161 AOI22X1_162 AOI22X1_163 AOI22X1_164 AOI22X1_165 AOI22X1_166 AOI22X1_167 AOI22X1_168 AOI22X1_169 AOI22X1_170 AOI22X1_171 AOI22X1_172 AOI22X1_173 AOI22X1_174 AOI22X1_175 AOI22X1_176 AOI22X1_177 AOI22X1_178 AOI22X1_179 AOI22X1_180 AOI22X1_181 AOI22X1_182 AOI22X1_183 AOI22X1_184 AOI22X1_185 AOI22X1_186 AOI22X1_187 AOI22X1_188 AOI22X1_189 AOI22X1_190 AOI22X1_191 AOI22X1_192 AOI22X1_193 AOI22X1_194 AOI22X1_195 AOI22X1_196 AOI22X1_197 AOI22X1_198 AOI22X1_199 AOI22X1_200 AOI22X1_201 AOI22X1_202 AOI22X1_203 AOI22X1_204 AOI22X1_205 AOI22X1_206 AOI22X1_207 AOI22X1_208 AOI22X1_209 AOI22X1_210 AOI22X1_211 AOI22X1_212 AOI22X1_213
OR2X2_22 OAI21X1_130
INVX1_233 NAND3X1_302 OAI21X1_131
NAND3X1_302 OAI21X1_130
OAI21X1_130 AOI22X1_158 AOI22X1_159 AOI22X1_160 AOI22X1_161 AOI22X1_162 AOI22X1_163 AOI22X1_164 AOI22X1_165 AOI22X1_166 AOI22X1_167 AOI22X1_168 AOI22X1_169 AOI22X1_170 AOI22X1_171 AOI22X1_172 AOI22X1_173 AOI22X1_174 AOI22X1_175 AOI22X1_176 AOI22X1_177 AOI22X1_178 AOI22X1_179 AOI22X1_180 AOI22X1_181 AOI22X1_182 AOI22X1_183 AOI22X1_184 AOI22X1_185 AOI22X1_186 AOI22X1_187 AOI22X1_188 AOI22X1_189 AOI22X1_190 AOI22X1_191 AOI22X1_192 AOI22X1_193 AOI22X1_194 AOI22X1_195 AOI22X1_196 AOI22X1_197 AOI22X1_198 AOI22X1_199 AOI22X1_200 AOI22X1_201 AOI22X1_202 AOI22X1_203 AOI22X1_204 AOI22X1_205 AOI22X1_206 AOI22X1_207 AOI22X1_208 AOI22X1_209 AOI22X1_210 AOI22X1_211 AOI22X1_212 AOI22X1_213
AOI22X1_158 NAND3X1_304 NAND3X1_317
NOR2X1_350 OAI21X1_131
AND2X2_105 OAI21X1_131
OAI21X1_131 NAND3X1_303 NAND3X1_305 NAND3X1_308 NAND3X1_310 NAND3X1_320 NAND3X1_322 NAND3X1_325 NAND3X1_327 NAND3X1_337 NAND3X1_339 NAND3X1_342 NAND3X1_344 NAND3X1_347 NAND3X1_349 NAND3X1_356 NAND3X1_358 NAND3X1_371 NAND3X1_374 NAND3X1_377 NAND3X1_385 NAND3X1_387 NAND3X1_390 NAND3X1_393 NAND3X1_395 NAND3X1_398 NAND3X1_401 NAND3X1_403 NAND3X1_451 NAND3X1_832 NAND3X1_834 NAND3X1_837 NAND3X1_839 NAND3X1_849 NAND3X1_851 NAND3X1_854 NAND3X1_856 NAND3X1_866 NAND3X1_868 NAND3X1_871 NAND3X1_873 NAND3X1_876 NAND3X1_878 NAND3X1_885 NAND3X1_887 NAND3X1_905 NAND3X1_915 NAND3X1_921 NAND3X1_929 NAND3X1_932 NAND3X1_935 NAND3X1_940 NAND3X1_943 NAND3X1_951 NAND3X1_958 NAND3X1_974 NAND3X1_981
NAND3X1_303 NAND3X1_304 NAND3X1_317
NAND3X1_304 NAND3X1_307 NAND3X1_437 NAND3X1_447 NAND3X1_519 NAND3X1_547 NAND3X1_567 NAND3X1_573 NAND3X1_661 NAND3X1_675 NAND3X1_712 NAND3X1_748 NAND3X1_772 NAND3X1_799 NAND3X1_822
INVX1_234 NAND2X1_317 NAND2X1_321
NAND2X1_317 NOR2X1_351 NOR2X1_352 NOR2X1_361 NOR2X1_364
INVX1_235 NAND2X1_318 NAND2X1_324
NAND2X1_318 NOR2X1_351 NOR2X1_353 NOR2X1_355 NOR2X1_357
NOR2X1_351 NAND3X1_307 NAND3X1_408 NAND3X1_422 NAND3X1_442 NAND3X1_479 NAND3X1_491 NAND3X1_498 NAND3X1_518 NAND2X1_352 NAND3X1_564 NAND3X1_581 NAND3X1_593 NAND3X1_609 NAND3X1_635 NAND3X1_643 NAND3X1_663 NAND3X1_691 NAND3X1_701 NAND3X1_721 NAND3X1_741 NAND3X1_762 NAND3X1_781 NAND3X1_809 NAND3X1_827 NAND3X1_836 NAND3X1_900 NAND3X1_934 NAND3X1_983 NAND3X1_994 NAND3X1_1031 NAND3X1_1049 NAND3X1_1052 NAND3X1_1082 NAND3X1_1097 NAND3X1_1111 NAND3X1_1147 NAND3X1_1152 NAND3X1_1169 NAND3X1_1189 NAND3X1_1209 NAND3X1_1229 NAND3X1_1254 NAND3X1_1270 NAND3X1_1303 NAND3X1_1306 NAND3X1_1336 NAND3X1_1346 NAND3X1_1382
XOR2X1_1 NAND3X1_306 NAND3X1_311 NAND3X1_314 NAND3X1_317 NAND3X1_321 NAND3X1_328 NAND3X1_331 NAND3X1_334 NAND3X1_340 NAND3X1_345 NAND3X1_350 NAND3X1_353 NAND3X1_359 NAND3X1_362 NAND3X1_365 NAND3X1_368 NAND3X1_372 NAND3X1_378 NAND3X1_382 NAND3X1_386 NAND3X1_394 NAND3X1_399 NAND3X1_402 NAND3X1_407 NAND3X1_414 NAND3X1_418 NAND3X1_419 NAND3X1_452 NAND3X1_833 NAND3X1_838 NAND3X1_842 NAND3X1_845 NAND3X1_850 NAND3X1_855 NAND3X1_859 NAND3X1_862 NAND3X1_867 NAND3X1_872 NAND3X1_879 NAND3X1_882 NAND3X1_888 NAND3X1_891 NAND3X1_893 NAND3X1_896 NAND3X1_906 NAND3X1_918 NAND3X1_924 NAND3X1_938 NAND3X1_941 NAND3X1_944 NAND3X1_952 NAND3X1_954 NAND3X1_959 NAND3X1_962 NAND3X1_975 NAND3X1_984
AOI22X1_159 NAND3X1_306 NAND3X1_316
NAND3X1_305 NAND3X1_306 NAND3X1_316
NAND3X1_306 NAND3X1_307 NAND3X1_432 NAND3X1_478 NAND3X1_500 NAND3X1_529 NAND3X1_539 NAND3X1_584 NAND3X1_650 NAND3X1_666 NAND3X1_685 NAND3X1_702 NAND3X1_737 NAND3X1_759 NAND3X1_829
NAND3X1_307 AND2X2_106
AOI22X1_160 NAND3X1_309 NAND3X1_314
NAND3X1_308 NAND3X1_309 NAND3X1_314
NAND3X1_309 NAND3X1_312 NAND3X1_456 NAND3X1_533 NAND3X1_552 NAND3X1_568 NAND3X1_583 NAND3X1_613 NAND3X1_650 NAND3X1_701 NAND3X1_749 NAND3X1_771 NAND3X1_803 NAND3X1_823
INVX1_236 NAND2X1_319 NAND2X1_324
NAND2X1_319 NOR2X1_352 NOR2X1_354 NOR2X1_356 NOR2X1_358
NOR2X1_352 NAND3X1_312 NAND3X1_383 NAND3X1_423 NAND3X1_444 NAND3X1_463 NAND3X1_492 NAND3X1_499 NAND3X1_519 NAND3X1_538 NAND3X1_569 NAND3X1_576 NAND3X1_591 NAND2X1_370 NAND2X1_377 NAND3X1_644 NAND3X1_664 NAND3X1_694 NAND3X1_702 NAND3X1_722 NAND3X1_742 NAND3X1_767 NAND3X1_783 NAND3X1_807 NAND3X1_813 NAND3X1_841 NAND3X1_901 NAND3X1_931 NAND3X1_991 NAND3X1_995 NAND3X1_1022 NAND3X1_1035 NAND3X1_1053 NAND3X1_1077 NAND3X1_1100 NAND3X1_1112 NAND3X1_1135 NAND3X1_1155 NAND3X1_1170 NAND3X1_1190 NAND3X1_1210 NAND3X1_1230 NAND3X1_1249 NAND3X1_1273 NAND3X1_1295 NAND3X1_1307 NAND3X1_1331 NAND3X1_1347 NAND3X1_1374
AOI22X1_161 NAND3X1_311 NAND3X1_313
NAND3X1_310 NAND3X1_311 NAND3X1_313
NAND3X1_311 NAND3X1_312 NAND3X1_410 NAND3X1_433 NAND3X1_468 NAND3X1_501 NAND3X1_518 NAND3X1_574 NAND3X1_595 NAND3X1_651 NAND3X1_680 NAND2X1_385 NAND3X1_716 NAND3X1_723 NAND3X1_748
NAND3X1_312 AND2X2_106
AND2X2_106 NAND3X1_319
NAND3X1_313 NAND3X1_315 NAND3X1_379 NAND3X1_439 NAND3X1_469 NAND3X1_498 NAND3X1_521 NAND3X1_586 NAND3X1_607 NAND3X1_648 NAND3X1_674 NAND3X1_699 NAND3X1_703 NAND3X1_722 NAND3X1_747
INVX1_237 NAND2X1_320 NAND2X1_321
NAND2X1_320 NOR2X1_353 NOR2X1_354 NOR2X1_365 NOR2X1_366
NOR2X1_353 NAND3X1_315 NAND3X1_376 NAND3X1_424 NAND3X1_458 NAND3X1_471 NAND3X1_496 NAND3X1_500 NAND3X1_520 NAND2X1_350 NAND3X1_567 NAND3X1_578 NAND3X1_592 NAND3X1_622 NAND3X1_633 NAND3X1_645 NAND3X1_665 NAND3X1_692 NAND3X1_717 NAND3X1_723 NAND3X1_757 NAND3X1_771 NAND3X1_782 NAND3X1_805 NAND3X1_814 NAND3X1_844 NAND3X1_902 NAND3X1_955 NAND3X1_989 NAND3X1_996 NAND3X1_1018 NAND3X1_1033 NAND3X1_1054 NAND3X1_1079 NAND3X1_1106 NAND3X1_1113 NAND3X1_1140 NAND3X1_1156 NAND3X1_1185 NAND3X1_1205 NAND3X1_1211 NAND3X1_1231 NAND3X1_1257 NAND3X1_1274 NAND3X1_1301 NAND3X1_1322 NAND3X1_1333 NAND3X1_1362 NAND3X1_1380
NAND3X1_314 NAND3X1_315 NAND3X1_460 NAND3X1_534 NAND3X1_553 NAND3X1_564 NAND3X1_587 NAND3X1_625 NAND3X1_649 NAND3X1_704 NAND3X1_746 NAND3X1_767 NAND3X1_808 NAND3X1_828
NAND3X1_315 NAND3X1_319
NAND3X1_316 NAND3X1_318 NAND3X1_440 NAND3X1_474 NAND3X1_499 NAND3X1_535 NAND3X1_548 NAND3X1_582 NAND3X1_649 NAND3X1_663 NAND3X1_693 NAND3X1_717 NAND3X1_736 NAND3X1_751 NAND3X1_830
NOR2X1_354 NAND3X1_318 NAND3X1_397 NAND3X1_425 NAND3X1_443 NAND3X1_473 NAND3X1_494 NAND3X1_501 NAND3X1_521 NAND3X1_550 NAND3X1_568 NAND3X1_579 NAND3X1_594 NAND3X1_610 NAND3X1_641 NAND3X1_646 NAND3X1_666 NAND3X1_687 NAND3X1_704 NAND3X1_724 NAND3X1_744 NAND3X1_770 NAND3X1_778 NAND3X1_806 NAND3X1_822 NAND3X1_847 NAND3X1_903 NAND3X1_963 NAND3X1_985 NAND3X1_997 NAND3X1_1024 NAND3X1_1048 NAND3X1_1055 NAND3X1_1080 NAND3X1_1098 NAND3X1_1114 NAND3X1_1132 NAND3X1_1159 NAND3X1_1172 NAND3X1_1192 NAND3X1_1212 NAND3X1_1232 NAND3X1_1255 NAND3X1_1276 NAND3X1_1297 NAND3X1_1309 NAND3X1_1334 NAND3X1_1349 NAND3X1_1376
NAND3X1_317 NAND3X1_318 NAND3X1_438 NAND3X1_461 NAND3X1_520 NAND3X1_551 NAND3X1_569 NAND3X1_571 NAND3X1_653 NAND3X1_676 NAND3X1_718 NAND3X1_747 NAND3X1_768 NAND3X1_802 NAND3X1_827
NAND3X1_318 NAND3X1_319
NAND3X1_319 NOR2X1_359
AOI22X1_162 NAND3X1_321 NAND3X1_333
NAND3X1_320 NAND3X1_321 NAND3X1_333
NAND3X1_321 NAND3X1_324 NAND3X1_444 NAND3X1_531 NAND3X1_547 NAND3X1_558 NAND3X1_623 NAND3X1_629 NAND3X1_645 NAND3X1_707 NAND3X1_743 NAND3X1_774 NAND3X1_809 NAND3X1_823
NAND2X1_321 NOR2X1_355 NOR2X1_356 NOR2X1_360 NOR2X1_362
NOR2X1_355 NAND3X1_324 NAND3X1_381 NAND3X1_427 NAND3X1_456 NAND3X1_468 NAND3X1_483 NAND3X1_503 NAND3X1_523 NAND3X1_542 NAND3X1_565 NAND3X1_571 NAND3X1_600 NAND3X1_620 NAND3X1_630 NAND3X1_648 NAND3X1_668 NAND3X1_685 NAND3X1_706 NAND3X1_726 NAND3X1_746 NAND3X1_763 NAND3X1_789 NAND3X1_799 NAND3X1_812 NAND3X1_853 NAND3X1_907 NAND3X1_945 NAND3X1_969 NAND3X1_999 NAND3X1_1030 NAND3X1_1036 NAND3X1_1057 NAND3X1_1072 NAND3X1_1092 NAND3X1_1116 NAND3X1_1136 NAND3X1_1150 NAND3X1_1174 NAND3X1_1194 NAND3X1_1214 NAND3X1_1234 NAND3X1_1251 NAND3X1_1268 NAND3X1_1287 NAND3X1_1311 NAND3X1_1326 NAND3X1_1351 NAND3X1_1366
AOI22X1_163 NAND3X1_323 NAND3X1_334
NAND3X1_322 NAND3X1_323 NAND3X1_334
NAND3X1_323 NAND3X1_324 NAND3X1_373 NAND3X1_432 NAND3X1_463 NAND3X1_516 NAND3X1_524 NAND3X1_579 NAND3X1_605 NAND3X1_659 NAND3X1_680 NAND3X1_691 NAND3X1_714 NAND3X1_728 NAND3X1_757 NAND3X1_795
NAND3X1_324 NAND3X1_336
AOI22X1_164 NAND3X1_326 NAND3X1_331
NAND3X1_325 NAND3X1_326 NAND3X1_331
NAND3X1_326 NAND3X1_329 NAND3X1_420 NAND3X1_433 NAND3X1_464 NAND3X1_505 NAND3X1_528 NAND3X1_540 NAND3X1_584 NAND3X1_645 NAND3X1_681 NAND3X1_694 NAND3X1_706 NAND3X1_729 NAND3X1_744
NOR2X1_356 NAND3X1_329 NAND3X1_413 NAND3X1_428 NAND3X1_445 NAND3X1_465 NAND3X1_493 NAND3X1_504 NAND3X1_524 NAND3X1_541 NAND3X1_563 NAND3X1_572 NAND3X1_601 NAND3X1_611 NAND3X1_638 NAND3X1_649 NAND3X1_669 NAND2X1_385 NAND3X1_707 NAND3X1_727 NAND3X1_747 NAND3X1_764 NAND3X1_780 NAND3X1_803 NAND3X1_818 NAND3X1_858 NAND3X1_908 NAND3X1_942 NAND3X1_980 NAND3X1_1000 NAND3X1_1016 NAND3X1_1050 NAND3X1_1058 NAND3X1_1073 NAND3X1_1096 NAND3X1_1117 NAND3X1_1133 NAND3X1_1158 NAND3X1_1175 NAND3X1_1195 NAND3X1_1215 NAND3X1_1235 NAND3X1_1253 NAND3X1_1272 NAND3X1_1291 NAND3X1_1312 NAND3X1_1327 NAND3X1_1352 NAND3X1_1370
AOI22X1_165 NAND3X1_328 NAND3X1_330
NAND3X1_327 NAND3X1_328 NAND3X1_330
