#/Users/anjalisarawgi/anaconda3/envs/gnn_parsing/bin/verilog2graph tum-eisec-benchmarks-main/netlist/des_latest/verilog/nangate/des3.v --output_format txt --do-not-zip -o adjlist/des_latest/nangate/des3 -l lib/NangateOpenCellLibrary_functional.lib
# GMT Tue Nov 25 13:21:57 2025
# 
INPUT_\desIn[0]  NAND2_X1_8
NOR2_X1_75 NOR3_X1_32 NOR3_X1_76 NOR3_X1_87 NOR3_X1_142 NOR3_X1_162 NOR3_X1_186 NOR3_X1_188 NOR3_X1_255 NOR3_X1_274 NOR3_X1_309 NOR3_X1_332 NOR3_X1_347 NOR3_X1_381
NOR3_X1_32 NOR4_X1_75
NOR4_X1_75 NAND4_X1_80
INV_X1_61 OAI221_X1_11
INV_X1_62 OAI221_X1_11
NAND3_X1_80 OAI221_X1_11
OAI221_X1_11 NOR2_X1_76 NOR2_X1_83
NOR2_X1_76 NOR3_X1_33 NOR3_X1_85 NOR3_X1_151 NOR3_X1_166 NOR3_X1_175 NOR3_X1_228 NOR3_X1_234 NOR3_X1_249 NOR3_X1_300 NOR3_X1_329 NOR3_X1_352 NOR3_X1_387 OAI22_X1_210
NOR2_X1_77 NAND2_X1_103 NAND2_X1_104 NAND2_X1_109 NAND2_X1_111
NAND2_X1_103 NOR3_X1_33 NOR3_X1_56 NOR3_X1_67 NOR3_X1_84 NOR3_X1_111 NOR3_X1_128 NOR3_X1_144 NOR3_X1_158 NOR3_X1_182 NOR3_X1_188 NOR3_X1_202 NOR3_X1_222 NOR3_X1_235 NOR3_X1_251 NOR3_X1_267 NOR3_X1_287 NOR3_X1_299 NOR3_X1_315 NOR3_X1_331 NOR3_X1_349 NOR3_X1_370 NOR3_X1_377 NOR3_X1_389 NOR3_X1_407 NOR3_X1_423 NOR3_X1_437 NOR3_X1_451 NOR3_X1_470 NOR3_X1_495 NOR3_X1_506 NOR3_X1_517 NOR3_X1_529 NOR3_X1_543 NOR3_X1_562 NOR3_X1_589 NOR3_X1_609 NOR3_X1_625 NOR3_X1_641 NOR3_X1_657 NOR3_X1_671 NOR3_X1_684 NOR3_X1_699 NOR3_X1_718 NOR3_X1_730 NOR3_X1_748 NOR3_X1_760
INV_X1_63 OAI221_X1_12
INV_X1_64 OAI221_X1_12
NAND3_X1_81 OAI221_X1_12
OAI221_X1_12 NOR2_X1_78 NOR2_X1_84 OAI21_X1_43
NOR2_X1_78 NOR3_X1_33 NOR3_X1_59 NOR3_X1_71 NOR3_X1_94 NOR3_X1_139 NOR3_X1_145 NOR3_X1_193 NOR3_X1_213 NOR3_X1_260 NOR3_X1_277 NOR3_X1_288 NOR3_X1_306 NOR3_X1_317 NOR3_X1_340 NOR3_X1_364
NOR3_X1_33 NOR4_X1_76
INV_X1_65 OAI221_X1_13
INV_X1_66 OAI221_X1_13
NAND3_X1_82 OAI221_X1_13
OAI221_X1_13 NOR2_X1_79 NOR2_X1_82 OAI21_X1_44
NOR2_X1_79 NOR3_X1_34 NOR3_X1_57 NOR3_X1_72 NOR3_X1_95 NOR3_X1_130 NOR3_X1_148 NOR3_X1_169 NOR3_X1_196 NOR3_X1_249 NOR3_X1_278 NOR3_X1_289 NOR3_X1_299 NOR3_X1_318 NOR3_X1_330
NAND2_X1_104 NOR3_X1_34 NOR3_X1_47 NOR3_X1_68 NOR3_X1_92 NOR3_X1_96 NOR3_X1_120 NOR3_X1_129 NOR3_X1_145 NOR3_X1_164 NOR3_X1_180 NOR3_X1_189 NOR3_X1_203 NOR3_X1_230 NOR3_X1_243 NOR3_X1_252 NOR3_X1_268 NOR3_X1_282 NOR3_X1_300 NOR3_X1_316 NOR3_X1_332 NOR3_X1_354 NOR3_X1_368 NOR3_X1_408 NOR3_X1_424 NOR3_X1_444 NOR3_X1_456 NOR3_X1_471 NOR3_X1_484 NOR3_X1_500 NOR3_X1_518 NOR3_X1_530 NOR3_X1_547 NOR3_X1_563 NOR3_X1_576 NOR3_X1_595 NOR3_X1_610 NOR3_X1_626 NOR3_X1_642 NOR3_X1_658 NOR3_X1_673 NOR3_X1_688 NOR3_X1_703 NOR3_X1_719 NOR3_X1_731 NOR3_X1_749 NOR3_X1_764
INV_X1_67 OAI221_X1_14
INV_X1_68 OAI221_X1_14
NAND3_X1_83 OAI221_X1_14
OAI221_X1_14 NOR2_X1_80 NOR2_X1_81 OAI21_X1_42 OAI21_X1_55
NOR2_X1_80 NOR3_X1_34 NOR3_X1_74 NOR3_X1_90 NOR3_X1_144 NOR3_X1_167 NOR3_X1_183 NOR3_X1_201 NOR3_X1_250 NOR3_X1_303 NOR3_X1_340 NOR3_X1_344 NOR3_X1_385 NOR3_X1_398
NOR3_X1_34 NOR4_X1_76
NOR2_X1_81 NOR3_X1_35 NOR3_X1_73 NOR3_X1_93 NOR3_X1_147 NOR3_X1_163 NOR3_X1_180 NOR3_X1_247 NOR3_X1_310 NOR3_X1_328 NOR3_X1_349 NOR3_X1_382
NAND2_X1_105 INV_X1_69 NOR3_X1_45 NOR2_X1_127 NOR2_X1_128
INV_X1_69 NAND2_X1_106 NAND2_X1_107 NAND2_X1_112
NAND2_X1_106 NOR3_X1_35 NOR3_X1_50 NOR3_X1_69 NOR3_X1_88 NOR3_X1_97 NOR3_X1_130 NOR3_X1_146 NOR3_X1_160 NOR3_X1_183 NOR3_X1_200 NOR3_X1_226 NOR3_X1_241 NOR3_X1_253 NOR3_X1_269 NOR3_X1_286 NOR3_X1_301 NOR3_X1_317 NOR3_X1_333 NOR3_X1_352 NOR3_X1_373 NOR3_X1_386 NOR3_X1_397 NOR3_X1_409 NOR3_X1_425 NOR3_X1_439 NOR3_X1_463 NOR3_X1_472 NOR3_X1_494 NOR3_X1_503 NOR3_X1_519 NOR3_X1_541 NOR3_X1_549 NOR3_X1_564 NOR3_X1_581 NOR3_X1_602 NOR3_X1_611 NOR3_X1_627 NOR3_X1_643 NOR3_X1_659 NOR3_X1_675 NOR3_X1_690 NOR3_X1_705 NOR3_X1_720 NOR3_X1_742 NOR3_X1_750 NOR3_X1_774
NOR2_X1_82 NOR3_X1_35 NOR3_X1_62 NOR3_X1_77 NOR3_X1_105 NOR3_X1_129 NOR3_X1_155 NOR3_X1_170 NOR3_X1_248 NOR3_X1_271 NOR3_X1_284 NOR3_X1_302 NOR3_X1_315 NOR3_X1_327
NOR3_X1_35 NOR4_X1_76
NOR2_X1_83 NOR3_X1_36 NOR3_X1_86 NOR3_X1_150 NOR3_X1_162 NOR3_X1_176 NOR3_X1_231 NOR3_X1_233 NOR3_X1_248 NOR3_X1_301 NOR3_X1_339 NOR3_X1_354 NOR3_X1_383 OAI22_X1_211
NAND2_X1_107 NOR3_X1_36 NOR3_X1_59 NOR3_X1_70 NOR3_X1_83 NOR3_X1_110 NOR3_X1_131 NOR3_X1_147 NOR3_X1_159 NOR3_X1_187 NOR3_X1_190 NOR3_X1_221 NOR3_X1_232 NOR3_X1_254 NOR3_X1_270 NOR3_X1_293 NOR3_X1_302 NOR3_X1_318 NOR3_X1_334 NOR3_X1_344 NOR3_X1_367 NOR3_X1_381 NOR3_X1_392 NOR3_X1_410 NOR3_X1_426 NOR3_X1_438 NOR3_X1_452 NOR3_X1_473 NOR3_X1_482 NOR3_X1_511 NOR3_X1_520 NOR3_X1_531 NOR3_X1_544 NOR3_X1_565 NOR3_X1_590 NOR3_X1_612 NOR3_X1_628 NOR3_X1_644 NOR3_X1_660 NOR3_X1_672 NOR3_X1_685 NOR3_X1_700 NOR3_X1_721 NOR3_X1_732 NOR3_X1_751 NOR3_X1_761
NOR2_X1_84 NOR3_X1_36 NOR3_X1_56 NOR3_X1_78 NOR3_X1_99 NOR3_X1_132 NOR3_X1_146 NOR3_X1_211 NOR3_X1_259 NOR3_X1_272 NOR3_X1_283 NOR3_X1_305 NOR3_X1_316 NOR3_X1_328 NOR3_X1_359
NOR3_X1_36 NOR4_X1_76
NOR4_X1_76 NAND4_X1_80
INV_X1_70 OAI221_X1_15
INV_X1_71 OAI221_X1_15
NAND3_X1_84 OAI221_X1_15
OAI221_X1_15 NOR2_X1_85 NOR2_X1_101
NOR2_X1_85 NOR3_X1_37 NOR3_X1_63 NOR3_X1_131 NOR3_X1_149 NOR3_X1_158 NOR3_X1_191 NOR3_X1_250 NOR3_X1_269 NOR3_X1_279 NOR3_X1_300 NOR3_X1_321 NOR3_X1_341 NOR3_X1_394
NAND2_X1_108 INV_X1_72 NOR3_X1_43 NOR2_X1_130 NOR2_X1_133
INV_X1_72 NAND2_X1_109 NAND2_X1_112 NAND2_X1_113
NAND2_X1_109 NOR3_X1_37 NOR3_X1_49 NOR3_X1_71 NOR3_X1_81 NOR3_X1_98 NOR3_X1_122 NOR3_X1_132 NOR3_X1_148 NOR3_X1_166 NOR3_X1_176 NOR3_X1_198 NOR3_X1_207 NOR3_X1_219 NOR3_X1_245 NOR3_X1_255 NOR3_X1_271 NOR3_X1_280 NOR3_X1_303 NOR3_X1_319 NOR3_X1_335 NOR3_X1_356 NOR3_X1_362 NOR3_X1_411 NOR3_X1_427 NOR3_X1_445 NOR3_X1_474 NOR3_X1_499 NOR3_X1_521 NOR3_X1_539 NOR3_X1_552 NOR3_X1_566 NOR3_X1_585 NOR3_X1_599 NOR3_X1_613 NOR3_X1_629 NOR3_X1_645 NOR3_X1_661 NOR3_X1_678 NOR3_X1_693 NOR3_X1_708 NOR3_X1_722 NOR3_X1_740 NOR3_X1_752 NOR3_X1_769
INV_X1_73 OAI221_X1_16
INV_X1_74 OAI221_X1_16
NAND3_X1_85 OAI221_X1_16
OAI221_X1_16 NOR2_X1_86 NOR2_X1_100 OAI21_X1_41 OAI21_X1_56
NOR2_X1_86 NOR3_X1_37 NOR3_X1_67 NOR3_X1_145 NOR3_X1_165 NOR3_X1_187 NOR3_X1_192 NOR3_X1_261 NOR3_X1_276 NOR3_X1_304 NOR3_X1_330 NOR3_X1_343 NOR3_X1_376 NOR3_X1_397
NOR3_X1_37 NOR4_X1_77
INV_X1_75 OAI221_X1_17
INV_X1_76 OAI221_X1_17
NAND3_X1_86 OAI221_X1_17
OAI221_X1_17 NOR2_X1_87 NOR2_X1_99
NOR2_X1_87 NOR3_X1_38 NOR3_X1_64 NOR3_X1_134 NOR3_X1_140 NOR3_X1_164 NOR3_X1_177 NOR3_X1_200 NOR3_X1_261 NOR3_X1_270 NOR3_X1_303 NOR3_X1_342 NOR3_X1_374 NOR3_X1_391
NOR2_X1_88 NAND2_X1_110 NAND2_X1_111 NAND3_X1_92 AND2_X1_27
NAND2_X1_110 NOR3_X1_38 NOR3_X1_51 NOR3_X1_72 NOR3_X1_82 NOR3_X1_103 NOR3_X1_115 NOR3_X1_133 NOR3_X1_149 NOR3_X1_167 NOR3_X1_172 NOR3_X1_215 NOR3_X1_220 NOR3_X1_256 NOR3_X1_272 NOR3_X1_290 NOR3_X1_304 NOR3_X1_320 NOR3_X1_336 NOR3_X1_358 NOR3_X1_380 NOR3_X1_412 NOR3_X1_428 NOR3_X1_446 NOR3_X1_460 NOR3_X1_475 NOR3_X1_491 NOR3_X1_507 NOR3_X1_522 NOR3_X1_556 NOR3_X1_567 NOR3_X1_583 NOR3_X1_603 NOR3_X1_614 NOR3_X1_630 NOR3_X1_646 NOR3_X1_662 NOR3_X1_682 NOR3_X1_697 NOR3_X1_723 NOR3_X1_753
INV_X1_77 OAI221_X1_18
INV_X1_78 OAI221_X1_18
NAND3_X1_87 OAI221_X1_18
OAI221_X1_18 NOR2_X1_89 NOR2_X1_98
NOR2_X1_89 NOR3_X1_38 NOR3_X1_68 NOR3_X1_137 NOR3_X1_148 NOR3_X1_156 NOR3_X1_178 NOR3_X1_193 NOR3_X1_262 NOR3_X1_265 NOR3_X1_281 NOR3_X1_295 NOR3_X1_341 NOR3_X1_392
NOR3_X1_38 NOR4_X1_77
NAND2_X1_111 NOR3_X1_39 NOR3_X1_57 NOR3_X1_73 NOR3_X1_87 NOR3_X1_102 NOR3_X1_109 NOR3_X1_134 NOR3_X1_150 NOR3_X1_170 NOR3_X1_178 NOR3_X1_195 NOR3_X1_209 NOR3_X1_225 NOR3_X1_234 NOR3_X1_257 NOR3_X1_273 NOR3_X1_292 NOR3_X1_305 NOR3_X1_321 NOR3_X1_337 NOR3_X1_343 NOR3_X1_364 NOR3_X1_378 NOR3_X1_400 NOR3_X1_413 NOR3_X1_429 NOR3_X1_450 NOR3_X1_459 NOR3_X1_476 NOR3_X1_490 NOR3_X1_512 NOR3_X1_523 NOR3_X1_536 NOR3_X1_551 NOR3_X1_568 NOR3_X1_582 NOR3_X1_598 NOR3_X1_615 NOR3_X1_631 NOR3_X1_647 NOR3_X1_663 NOR3_X1_677 NOR3_X1_692 NOR3_X1_707 NOR3_X1_724 NOR3_X1_737 NOR3_X1_754 NOR3_X1_768
INV_X1_79 OAI221_X1_19
INV_X1_80 OAI221_X1_19
NAND3_X1_88 OAI221_X1_19
OAI221_X1_19 NOR2_X1_90 NOR2_X1_93
NOR2_X1_90 NOR3_X1_39 NOR3_X1_80 NOR3_X1_114 NOR3_X1_160 NOR3_X1_172 NOR3_X1_224 NOR3_X1_235 NOR3_X1_259 NOR3_X1_302 NOR3_X1_356 NOR3_X1_359 NOR3_X1_379 OAI22_X1_211
INV_X1_81 OAI221_X1_20
INV_X1_82 OAI221_X1_20
NAND3_X1_89 OAI221_X1_20
OAI221_X1_20 NOR2_X1_91 NOR2_X1_92
NOR2_X1_91 NOR3_X1_39 NOR3_X1_47 NOR3_X1_69 NOR3_X1_101 NOR3_X1_114 NOR3_X1_133 NOR3_X1_147 OAI22_X1_202 NOR3_X1_205 NOR3_X1_233 NOR3_X1_263 NOR3_X1_294 NOR3_X1_319 NOR3_X1_339 NOR3_X1_370
NOR3_X1_39 NOR4_X1_77
NOR2_X1_92 NOR3_X1_40 NOR3_X1_50 NOR3_X1_68 NOR3_X1_107 NOR3_X1_113 NOR3_X1_138 NOR3_X1_144 NOR3_X1_192 NOR3_X1_204 NOR3_X1_234 NOR3_X1_266 NOR3_X1_290 NOR3_X1_326 NOR3_X1_329 NOR3_X1_367
NOR2_X1_93 NOR3_X1_40 NOR3_X1_79 NOR3_X1_113 NOR3_X1_164 NOR3_X1_174 NOR3_X1_223 NOR3_X1_232 NOR3_X1_260 NOR3_X1_299 NOR3_X1_351 NOR3_X1_364 NOR3_X1_380 OAI22_X1_210
NAND2_X1_112 NOR3_X1_40 NOR3_X1_62 NOR3_X1_74 NOR3_X1_91 NOR3_X1_106 NOR3_X1_112 NOR3_X1_135 NOR3_X1_151 NOR3_X1_169 NOR3_X1_173 NOR3_X1_199 NOR3_X1_214 NOR3_X1_229 NOR3_X1_233 NOR3_X1_258 NOR3_X1_274 NOR3_X1_281 NOR3_X1_306 NOR3_X1_322 NOR3_X1_338 NOR3_X1_348 NOR3_X1_359 NOR3_X1_374 NOR3_X1_401 NOR3_X1_414 NOR3_X1_430 NOR3_X1_448 NOR3_X1_455 NOR3_X1_477 NOR3_X1_483 NOR3_X1_510 NOR3_X1_524 NOR3_X1_540 NOR3_X1_555 NOR3_X1_569 NOR3_X1_577 NOR3_X1_593 NOR3_X1_616 NOR3_X1_632 NOR3_X1_648 NOR3_X1_664 NOR3_X1_681 NOR3_X1_696 NOR3_X1_711 NOR3_X1_725 NOR3_X1_741 NOR3_X1_755 NOR3_X1_772
NOR3_X1_40 NOR4_X1_77
NOR4_X1_77 NAND4_X1_80
INV_X1_83 OAI221_X1_21
INV_X1_84 OAI221_X1_21
NAND3_X1_90 OAI221_X1_21
OAI221_X1_21 NOR2_X1_94 NOR2_X1_97
NOR2_X1_94 NOR3_X1_41 NOR3_X1_92 NOR3_X1_112 NOR3_X1_165 NOR3_X1_174 NOR3_X1_222 NOR3_X1_237 NOR3_X1_254 NOR3_X1_296 NOR3_X1_337 NOR3_X1_357 OAI22_X1_208 NOR3_X1_398
INV_X1_85 OAI221_X1_22
INV_X1_86 OAI221_X1_22
NAND3_X1_91 OAI221_X1_22
OAI221_X1_22 NOR2_X1_95 NOR2_X1_96 OAI21_X1_46
NOR2_X1_95 NOR3_X1_41 NOR3_X1_60 NOR3_X1_63 NOR3_X1_96 NOR3_X1_112 NOR3_X1_138 NOR3_X1_141 NOR3_X1_200 NOR3_X1_202 NOR3_X1_257 NOR3_X1_278 NOR3_X1_280 NOR3_X1_314 NOR3_X1_334 NOR3_X1_363
NAND2_X1_113 NOR3_X1_41 NOR3_X1_55 NOR3_X1_75 NOR3_X1_90 NOR3_X1_95 NOR3_X1_113 NOR3_X1_136 NOR3_X1_152 NOR3_X1_157 NOR3_X1_179 NOR3_X1_213 NOR3_X1_228 NOR3_X1_236 NOR3_X1_259 NOR3_X1_275 NOR3_X1_279 NOR3_X1_307 NOR3_X1_323 NOR3_X1_339 NOR3_X1_347 NOR3_X1_365 NOR3_X1_376 NOR3_X1_393 NOR3_X1_415 NOR3_X1_431 NOR3_X1_436 NOR3_X1_453 NOR3_X1_478 NOR3_X1_493 NOR3_X1_497 NOR3_X1_525 NOR3_X1_545 NOR3_X1_570 NOR3_X1_574 NOR3_X1_592 NOR3_X1_617 NOR3_X1_633 NOR3_X1_649 NOR3_X1_665 NOR3_X1_670 NOR3_X1_687 NOR3_X1_701 NOR3_X1_726 NOR3_X1_756 NOR3_X1_762
NOR3_X1_41 NOR4_X1_78
NOR2_X1_96 NOR3_X1_42 NOR3_X1_61 NOR3_X1_66 NOR3_X1_97 NOR3_X1_109 NOR3_X1_133 NOR3_X1_142 NOR3_X1_189 NOR3_X1_258 NOR3_X1_271 NOR3_X1_291 NOR3_X1_311 NOR3_X1_331 NOR3_X1_365
NOR2_X1_97 NOR3_X1_42 NOR3_X1_88 NOR3_X1_109 NOR3_X1_161 NOR3_X1_172 NOR3_X1_221 NOR3_X1_236 NOR3_X1_251 NOR3_X1_308 NOR3_X1_338 OAI22_X1_207 NOR3_X1_388 OAI22_X1_209
NAND3_X1_92 NOR3_X1_42 NOR3_X1_58 NOR3_X1_76 NOR3_X1_93 NOR3_X1_105 NOR3_X1_114 NOR3_X1_137 NOR3_X1_153 NOR3_X1_171 NOR3_X1_177 NOR3_X1_201 NOR3_X1_211 NOR3_X1_231 NOR3_X1_237 NOR3_X1_260 NOR3_X1_276 NOR3_X1_285 NOR3_X1_297 NOR3_X1_324 NOR3_X1_329 NOR3_X1_350 NOR3_X1_363 NOR3_X1_375 NOR3_X1_394 NOR3_X1_416 NOR3_X1_432 NOR3_X1_447 NOR3_X1_454 NOR3_X1_479 NOR3_X1_485 NOR3_X1_498 NOR3_X1_526 NOR3_X1_542 NOR3_X1_546 NOR3_X1_571 NOR3_X1_586 NOR3_X1_601 NOR3_X1_607 NOR3_X1_623 NOR3_X1_650 NOR3_X1_666 NOR3_X1_680 NOR3_X1_695 NOR3_X1_702 NOR3_X1_716 NOR3_X1_743 NOR3_X1_746 NOR3_X1_763
NOR3_X1_42 NOR4_X1_78
NOR2_X1_98 NOR3_X1_44 NOR3_X1_69 NOR3_X1_136 NOR3_X1_155 NOR3_X1_168 NOR3_X1_173 OAI22_X1_203 NOR3_X1_255 NOR3_X1_264 NOR3_X1_292 NOR3_X1_298 NOR3_X1_336 NOR3_X1_389
INV_X1_87 NOR3_X1_43 NAND2_X1_115 NAND2_X1_117 NOR3_X1_396 NOR3_X1_594
NOR3_X1_43 INV_X1_88 OAI21_X1_35 OAI21_X1_47 OAI21_X1_58 OAI21_X1_80 OAI21_X1_86
INV_X1_88 NOR3_X1_44 NOR3_X1_54 NOR3_X1_77 NOR3_X1_108 NOR3_X1_116 NOR3_X1_138 NOR3_X1_154 NOR3_X1_163 NOR3_X1_174 NOR3_X1_196 NOR3_X1_216 NOR3_X1_244 NOR3_X1_261 NOR3_X1_277 NOR3_X1_294 NOR3_X1_309 NOR3_X1_325 NOR3_X1_341 NOR3_X1_355 NOR3_X1_360 NOR3_X1_379 NOR3_X1_417 NOR3_X1_433 NOR3_X1_442 NOR3_X1_465 NOR3_X1_480 NOR3_X1_488 NOR3_X1_509 NOR3_X1_527 NOR3_X1_537 NOR3_X1_550 NOR3_X1_572 NOR3_X1_588 NOR3_X1_597 NOR3_X1_619 NOR3_X1_635 NOR3_X1_651 NOR3_X1_667 NOR3_X1_676 NOR3_X1_691 NOR3_X1_728 NOR3_X1_738 NOR3_X1_758
NOR2_X1_99 NOR3_X1_44 NOR3_X1_65 NOR3_X1_135 NOR3_X1_143 NOR3_X1_160 NOR3_X1_179 NOR3_X1_189 NOR3_X1_256 NOR3_X1_267 NOR3_X1_310 NOR3_X1_335 NOR3_X1_378 NOR3_X1_390
NOR3_X1_44 NOR4_X1_78
NOR2_X1_100 NOR3_X1_46 NOR3_X1_70 NOR3_X1_146 NOR3_X1_161 NOR3_X1_182 NOR3_X1_256 NOR3_X1_275 NOR3_X1_309 NOR3_X1_327 NOR3_X1_348 NOR3_X1_375
NOR3_X1_45 INV_X1_89 OAI21_X1_36 OAI21_X1_39 OAI21_X1_48 OAI21_X1_62 OAI21_X1_64
INV_X1_89 NOR3_X1_46 NOR3_X1_52 NOR3_X1_78 NOR3_X1_100 NOR3_X1_139 NOR3_X1_155 NOR3_X1_162 NOR3_X1_175 NOR3_X1_191 NOR3_X1_206 NOR3_X1_240 NOR3_X1_262 NOR3_X1_278 NOR3_X1_291 NOR3_X1_310 NOR3_X1_326 NOR3_X1_342 NOR3_X1_351 NOR3_X1_361 NOR3_X1_388 NOR3_X1_398 NOR3_X1_418 NOR3_X1_434 NOR3_X1_441 NOR3_X1_481 NOR3_X1_502 NOR3_X1_528 NOR3_X1_532 NOR3_X1_557 NOR3_X1_573 NOR3_X1_579 NOR3_X1_604 NOR3_X1_620 NOR3_X1_636 NOR3_X1_652 NOR3_X1_668 NOR3_X1_683 NOR3_X1_698 NOR3_X1_713 NOR3_X1_729 NOR3_X1_733 NOR3_X1_759 NOR3_X1_766
NOR2_X1_101 NOR3_X1_46 NOR3_X1_66 NOR3_X1_128 NOR3_X1_154 NOR3_X1_159 NOR3_X1_198 NOR3_X1_247 NOR3_X1_268 NOR3_X1_285 NOR3_X1_301 NOR3_X1_322 NOR3_X1_336 NOR3_X1_393
NOR3_X1_46 NOR4_X1_78
NOR4_X1_78 NAND4_X1_80
NAND4_X1_80 XOR2_X1_33
INV_X1_90 OAI221_X1_23
INV_X1_91 OAI221_X1_23
NAND3_X1_93 OAI221_X1_23
OAI221_X1_23 NOR2_X1_102 NOR2_X1_107 OAI21_X1_48
NOR2_X1_102 NOR3_X1_47 NOR3_X1_88 NOR3_X1_99 NOR3_X1_116 NOR3_X1_135 NOR3_X1_179 NOR3_X1_210 OAI22_X1_206 NOR3_X1_285 NOR3_X1_315 NOR3_X1_345 NOR3_X1_362 NOR3_X1_381
NOR3_X1_47 NOR4_X1_79
INV_X1_92 OAI221_X1_24
INV_X1_93 OAI221_X1_24
NAND3_X1_94 OAI221_X1_24
OAI221_X1_24 NOR2_X1_103 NOR2_X1_112 OAI21_X1_45
NOR2_X1_103 NOR3_X1_48 NOR3_X1_64 NOR3_X1_98 NOR3_X1_111 NOR3_X1_139 NOR3_X1_152 NOR3_X1_190 NOR3_X1_203 NOR3_X1_229 NOR3_X1_237 NOR3_X1_269 NOR3_X1_290 NOR3_X1_325 NOR3_X1_337 NOR3_X1_369
INV_X1_94 OAI221_X1_25
INV_X1_95 OAI221_X1_25
NAND3_X1_95 OAI221_X1_25
OAI221_X1_25 NOR2_X1_104 NOR2_X1_113
NOR2_X1_104 NOR3_X1_48 NOR3_X1_85 NOR3_X1_96 NOR3_X1_115 NOR3_X1_137 NOR3_X1_178 NOR3_X1_207 NOR3_X1_217 NOR3_X1_240 NOR3_X1_287 NOR3_X1_313 NOR3_X1_344 NOR3_X1_360 NOR3_X1_376
NOR3_X1_48 NOR4_X1_79
INV_X1_96 OAI221_X1_26
INV_X1_97 OAI221_X1_26
NAND3_X1_96 OAI221_X1_26
OAI221_X1_26 NOR2_X1_105 NOR2_X1_111
NOR2_X1_105 NOR3_X1_49 NOR3_X1_70 NOR3_X1_108 NOR3_X1_123 NOR3_X1_124 NOR3_X1_150 OAI22_X1_202 NOR3_X1_210 NOR3_X1_231 NOR3_X1_235 NOR3_X1_264 NOR3_X1_291 NOR3_X1_320 NOR3_X1_368
INV_X1_98 OAI221_X1_27
INV_X1_99 OAI221_X1_27
NAND3_X1_97 OAI221_X1_27
OAI221_X1_27 NOR2_X1_106 NOR2_X1_110
NOR2_X1_106 NOR3_X1_49 NOR3_X1_83 NOR3_X1_101 OAI22_X1_201 NOR3_X1_128 NOR3_X1_216 NOR3_X1_226 OAI22_X1_206 NOR3_X1_274 NOR3_X1_284 NOR3_X1_316 NOR3_X1_347 NOR3_X1_358 NOR3_X1_378
NOR3_X1_49 NOR4_X1_79
NOR2_X1_107 NOR3_X1_50 NOR3_X1_92 NOR3_X1_94 NOR3_X1_115 NOR3_X1_134 NOR3_X1_177 NOR3_X1_208 NOR3_X1_219 NOR3_X1_244 NOR3_X1_279 NOR3_X1_318 NOR3_X1_346 NOR3_X1_361 NOR3_X1_377
NOR3_X1_50 NOR4_X1_79
NOR4_X1_79 NAND4_X1_81
INV_X1_100 OAI221_X1_28
INV_X1_101 OAI221_X1_28
NAND3_X1_98 OAI221_X1_28
OAI221_X1_28 NOR2_X1_108 NOR2_X1_114
NOR2_X1_108 NOR3_X1_51 NOR3_X1_73 NOR3_X1_93 NOR3_X1_100 NOR3_X1_121 NOR3_X1_125 NOR3_X1_216 NOR3_X1_224 NOR3_X1_243 NOR3_X1_275 NOR3_X1_286 NOR3_X1_311 NOR3_X1_348 NOR3_X1_362
INV_X1_102 OAI221_X1_29
INV_X1_103 OAI221_X1_29
NAND3_X1_99 OAI221_X1_29
OAI221_X1_29 NOR2_X1_109 NOR2_X1_115
NOR2_X1_109 NOR3_X1_51 NOR3_X1_76 NOR3_X1_87 NOR3_X1_108 OAI22_X1_201 NOR3_X1_129 NOR3_X1_199 NOR3_X1_206 NOR3_X1_221 NOR3_X1_238 NOR3_X1_267 NOR3_X1_283 NOR3_X1_319 NOR3_X1_371
NOR3_X1_51 NOR4_X1_80
NOR2_X1_110 NOR3_X1_52 NOR3_X1_84 NOR3_X1_107 NOR3_X1_122 NOR3_X1_131 NOR3_X1_215 NOR3_X1_230 NOR3_X1_246 NOR3_X1_273 NOR3_X1_289 NOR3_X1_317 NOR3_X1_350 NOR3_X1_360 NOR3_X1_374
NOR2_X1_111 NOR3_X1_52 NOR3_X1_67 NOR3_X1_103 NOR3_X1_118 NOR3_X1_127 NOR3_X1_151 NOR3_X1_201 NOR3_X1_208 NOR3_X1_228 NOR3_X1_232 NOR3_X1_265 NOR3_X1_280 NOR3_X1_325 NOR3_X1_373
NOR3_X1_52 NOR4_X1_80
NOR2_X1_112 NOR3_X1_53 NOR3_X1_65 NOR3_X1_100 NOR3_X1_110 NOR3_X1_132 NOR3_X1_153 NOR3_X1_188 NOR3_X1_225 NOR3_X1_236 NOR3_X1_268 NOR3_X1_294 NOR3_X1_320 NOR3_X1_338 NOR3_X1_372
NOR2_X1_113 NOR3_X1_53 NOR3_X1_86 NOR3_X1_97 NOR3_X1_116 NOR3_X1_136 NOR3_X1_173 NOR3_X1_206 NOR3_X1_218 NOR3_X1_245 NOR3_X1_293 NOR3_X1_312 NOR3_X1_349 NOR3_X1_358 NOR3_X1_375
NOR3_X1_53 NOR4_X1_80
NOR2_X1_114 NOR3_X1_54 NOR3_X1_74 NOR3_X1_90 NOR3_X1_98 NOR3_X1_117 NOR3_X1_126 NOR3_X1_215 NOR3_X1_223 NOR3_X1_241 NOR3_X1_276 NOR3_X1_282 NOR3_X1_314 NOR3_X1_343 NOR3_X1_361
